customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_score,rfm_segment
535,175,2,484.47200000000004,4,3,1,8,Potential Loyalists
536,690,1,150.1,2,2,1,5,At Risk
537,331,1,1065.24,3,2,1,6,At Risk
538,128,2,1756.3984999999998,5,3,2,10,Loyal Customers
539,344,2,1547.969,3,3,2,8,Potential Loyalists
540,294,4,3587.185,3,5,4,12,Champions
541,34,3,3390.24,6,4,4,14,Champions
542,950,1,1161.4245,2,2,2,6,At Risk
543,63,2,1409.83,5,3,2,10,Loyal Customers
544,247,2,1264.6205,4,3,2,9,Loyal Customers
545,65,2,2225.1144999999997,5,3,3,11,Loyal Customers
546,1045,2,1345.318,2,3,2,7,Potential Loyalists
547,1459,0,0.0,1,1,1,3,Lost Customers
548,58,3,2924.859,6,4,3,13,Champions
549,90,2,1834.77,5,3,2,10,Loyal Customers
550,43,2,1243.65,6,3,2,11,Loyal Customers
551,297,4,4334.386,3,5,4,12,Champions
552,757,4,4284.075,2,5,4,11,Loyal Customers
553,216,2,3146.401,4,3,4,11,Loyal Customers
554,1459,0,0.0,1,1,1,3,Lost Customers
555,83,2,3248.671,5,3,4,12,Champions
556,267,5,8006.933999999999,4,5,5,14,Champions
557,143,3,1690.128,4,4,2,10,Loyal Customers
558,262,2,6016.5125,4,3,5,12,Champions
559,191,1,-187.8,4,2,1,7,Potential Loyalists
560,282,2,119.238,3,3,1,7,Potential Loyalists
561,6,4,6869.705,6,5,5,16,Champions
562,152,2,1976.7585,4,3,2,9,Loyal Customers
563,101,3,1379.2845000000002,5,4,2,11,Loyal Customers
564,474,3,1813.01,2,4,2,8,Potential Loyalists
565,274,1,3158.2045,3,2,4,9,Loyal Customers
566,753,2,5160.110000000001,2,3,5,10,Loyal Customers
567,614,2,1108.554,2,3,1,6,At Risk
568,47,3,973.2625,6,4,1,11,Loyal Customers
569,160,3,2593.7129999999997,4,4,3,11,Loyal Customers
570,527,2,4913.347,2,3,5,10,Loyal Customers
571,261,5,4245.3855,4,5,4,13,Champions
572,242,4,4767.945,4,5,5,14,Champions
573,49,4,7708.2029999999995,6,5,5,16,Champions
574,599,5,8110.5644999999995,2,5,5,12,Champions
575,213,3,3065.284,4,4,3,11,Loyal Customers
576,9,5,7485.7305,6,5,5,16,Champions
577,133,7,9165.578125,5,5,5,15,Champions
578,36,2,3481.1125,6,3,4,13,Champions
579,70,4,4848.421,5,5,5,15,Champions
580,77,3,4181.4605,5,4,4,13,Champions
581,230,5,7202.8045,4,5,5,14,Champions
582,476,3,1163.54,2,4,2,8,Potential Loyalists
583,144,5,2550.8959999999997,4,5,3,12,Champions
584,388,3,2410.077,3,4,3,10,Loyal Customers
585,522,1,89.43,2,2,1,5,At Risk
586,1459,2,1962.093,1,3,2,6,At Risk
587,1081,2,669.5459999999999,2,3,1,6,At Risk
588,459,3,3414.789,3,4,4,11,Loyal Customers
589,168,2,2019.165,4,3,2,9,Loyal Customers
590,480,2,771.37,2,3,1,6,At Risk
591,240,3,3626.277,4,4,4,12,Champions
592,1459,0,0.0,1,1,1,3,Lost Customers
593,634,1,171.2,2,2,1,5,At Risk
594,284,2,2617.2349999999997,3,3,3,9,Loyal Customers
595,136,3,3994.224,5,4,4,13,Champions
596,1459,0,0.0,1,1,1,3,Lost Customers
597,38,6,4774.994,6,5,5,16,Champions
598,701,1,2579.9075,2,2,3,7,Potential Loyalists
599,1028,1,110.42,2,2,1,5,At Risk
600,1459,0,0.0,1,1,1,3,Lost Customers
601,38,2,4316.2615000000005,6,3,4,13,Champions
602,419,2,1404.8775,3,3,2,8,Potential Loyalists
603,108,3,2823.9700000000003,5,4,3,12,Champions
604,67,4,6466.162499999999,5,5,5,15,Champions
605,75,4,3566.55,5,5,4,14,Champions
606,65,2,1982.0294999999999,5,3,2,10,Loyal Customers
607,36,3,2819.443,6,4,3,13,Champions
608,159,3,5868.853,4,4,5,13,Champions
609,1459,0,0.0,1,1,1,3,Lost Customers
610,143,1,902.079,4,2,1,7,Potential Loyalists
611,5,3,10322.484,6,4,5,15,Champions
612,169,2,2889.317,4,3,3,10,Loyal Customers
613,128,4,7072.66925,5,5,5,15,Champions
614,78,1,2172.885,5,2,3,10,Loyal Customers
615,735,1,3432.795,2,2,4,8,Potential Loyalists
616,1459,0,0.0,1,1,1,3,Lost Customers
617,46,6,6513.0565,6,5,5,16,Champions
618,14,3,1951.7815,6,4,2,12,Champions
619,406,3,6444.031500000001,3,4,5,12,Champions
620,201,1,977.6890000000001,4,2,1,7,Potential Loyalists
621,41,2,1429.4470000000001,6,3,2,11,Loyal Customers
622,332,3,1990.6465,3,4,2,9,Loyal Customers
623,1459,0,0.0,1,1,1,3,Lost Customers
624,67,7,3679.9004999999997,5,5,4,14,Champions
625,196,2,1597.6545,4,3,2,9,Loyal Customers
626,77,3,2521.3134999999997,5,4,3,12,Champions
627,116,2,2588.2099999999996,5,3,3,11,Loyal Customers
628,721,3,1876.028,2,4,2,8,Potential Loyalists
629,154,5,4597.121,4,5,5,14,Champions
630,92,1,470.98,5,2,1,8,Potential Loyalists
631,15,2,1801.24,6,3,2,11,Loyal Customers
632,5,5,4164.0935,6,5,4,15,Champions
633,431,1,3126.1645,3,2,3,8,Potential Loyalists
634,127,7,8187.43,5,5,5,15,Champions
635,439,4,1812.969,3,5,2,10,Loyal Customers
636,532,1,396.98,2,2,1,5,At Risk
637,238,1,652.5074999999999,4,2,1,7,Potential Loyalists
638,312,1,760.13,3,2,1,6,At Risk
639,124,1,376.31,5,2,1,8,Potential Loyalists
640,267,1,712.74,4,2,1,7,Potential Loyalists
641,93,5,6047.6685,5,5,5,15,Champions
642,709,1,2010.1915000000001,2,2,2,6,At Risk
643,317,2,1420.292,3,3,2,8,Potential Loyalists
644,102,5,4709.46,5,5,5,15,Champions
645,220,5,3429.9705,4,5,4,13,Champions
646,228,3,1887.526,4,4,2,10,Loyal Customers
647,855,2,797.3420000000001,2,3,1,6,At Risk
648,183,4,1331.877,4,5,2,11,Loyal Customers
649,626,4,2861.0344999999998,2,5,3,10,Loyal Customers
650,77,3,3961.019,5,4,4,13,Champions
651,1459,0,0.0,1,1,1,3,Lost Customers
652,841,1,514.73,2,2,1,5,At Risk
653,177,3,1743.2885,4,4,2,10,Loyal Customers
654,7,3,4237.712500000001,6,4,4,14,Champions
655,91,4,3139.621,5,5,4,14,Champions
656,52,7,6804.711,6,5,5,16,Champions
657,161,3,5389.3085,4,4,5,13,Champions
658,94,4,2981.429,5,5,3,13,Champions
659,1459,0,0.0,1,1,1,3,Lost Customers
660,336,2,2607.772,3,3,3,9,Loyal Customers
661,308,2,4793.643,3,3,5,11,Loyal Customers
662,773,1,1583.9,2,2,2,6,At Risk
663,44,2,1685.203,6,3,2,11,Loyal Customers
664,1459,0,0.0,1,1,1,3,Lost Customers
665,47,4,4884.4555,6,5,5,16,Champions
666,1459,0,0.0,1,1,1,3,Lost Customers
667,127,1,797.13,5,2,1,8,Potential Loyalists
668,608,1,2406.9449999999997,2,2,3,7,Potential Loyalists
669,819,1,1854.4950000000001,2,2,2,6,At Risk
670,273,2,1294.4560000000001,3,3,2,8,Potential Loyalists
671,316,4,4102.12,3,5,4,12,Champions
672,476,1,902.592,2,2,1,5,At Risk
673,329,4,2209.9545,3,5,3,11,Loyal Customers
674,118,2,2760.7855000000004,5,3,3,11,Loyal Customers
675,210,3,3507.9465,4,4,4,12,Champions
676,1459,0,0.0,1,1,1,3,Lost Customers
677,368,3,2529.872,3,4,3,10,Loyal Customers
678,481,1,3243.6596250000002,2,2,4,8,Potential Loyalists
679,615,1,1117.994,2,2,1,5,At Risk
680,80,3,1263.6440000000002,5,4,2,11,Loyal Customers
681,501,2,2474.0455,2,3,3,8,Potential Loyalists
682,528,3,1798.1215000000002,2,4,2,8,Potential Loyalists
683,570,2,1750.136,2,3,2,7,Potential Loyalists
684,184,3,2772.753,4,4,3,11,Loyal Customers
685,247,2,3693.6085,4,3,4,11,Loyal Customers
686,13,5,7114.883,6,5,5,16,Champions
687,112,4,2701.266,5,5,3,13,Champions
688,217,3,1526.8115,4,4,2,10,Loyal Customers
689,479,2,6078.9865,2,3,5,10,Loyal Customers
690,150,1,1777.9275,4,2,2,8,Potential Loyalists
691,110,7,10676.762999999999,5,5,5,15,Champions
692,270,1,1408.27,3,2,2,7,Potential Loyalists
693,67,3,2189.638,5,4,3,12,Champions
694,91,2,1468.2,5,3,2,10,Loyal Customers
695,1459,0,0.0,1,1,1,3,Lost Customers
696,516,3,3864.9485000000004,2,4,4,10,Loyal Customers
697,133,2,2588.5245,5,3,3,11,Loyal Customers
698,865,1,624.1865,2,2,1,5,At Risk
699,223,4,3449.8235,4,5,4,13,Champions
700,68,1,646.649,5,2,1,8,Potential Loyalists
701,75,2,-198.05450000000008,5,3,1,9,Loyal Customers
702,102,4,3154.2595,5,5,4,14,Champions
703,127,5,3550.5985,5,5,4,14,Champions
704,43,4,3346.7234999999996,6,5,4,15,Champions
705,748,3,3741.678,2,4,4,10,Loyal Customers
706,2,4,3305.805,6,5,4,15,Champions
707,1459,0,0.0,1,1,1,3,Lost Customers
708,2,6,5649.2855,6,5,5,16,Champions
709,957,1,1906.3860000000004,2,2,2,6,At Risk
710,22,3,2320.0045,6,4,3,13,Champions
711,740,1,478.17299999999994,2,2,1,5,At Risk
712,621,1,1218.833,2,2,2,6,At Risk
713,1064,1,1670.8400000000001,2,2,2,6,At Risk
714,116,3,1414.7220000000002,5,4,2,11,Loyal Customers
715,62,4,3497.3575,5,5,4,14,Champions
716,352,3,3996.521,3,4,4,11,Loyal Customers
717,129,3,2999.4004999999997,5,4,3,12,Champions
718,108,2,3259.511,5,3,4,12,Champions
719,320,2,2243.4055,3,3,3,9,Loyal Customers
720,325,3,3072.34,3,4,3,10,Loyal Customers
721,365,2,2815.312,3,3,3,9,Loyal Customers
722,190,4,2189.094,4,5,3,12,Champions
723,42,2,2171.5665,6,3,3,12,Champions
724,315,3,1632.192,3,4,2,9,Loyal Customers
725,254,2,4516.3475,4,3,4,11,Loyal Customers
726,23,6,10041.0495,6,5,5,16,Champions
727,69,4,7554.973,5,5,5,15,Champions
728,218,2,1118.789,4,3,1,8,Potential Loyalists
729,177,5,5030.8545,4,5,5,14,Champions
730,16,2,2161.346,6,3,3,12,Champions
731,236,2,2625.333,4,3,3,10,Loyal Customers
732,26,2,2221.2999999999997,6,3,3,12,Champions
733,20,6,6927.4355000000005,6,5,5,16,Champions
734,91,2,4852.29,5,3,5,13,Champions
735,1459,0,0.0,1,1,1,3,Lost Customers
736,12,5,5438.454,6,5,5,16,Champions
737,357,3,3269.675,3,4,4,11,Loyal Customers
738,395,1,292.173,3,2,1,6,At Risk
739,601,1,1335.13,2,2,2,6,At Risk
740,79,5,4551.2164999999995,5,5,5,15,Champions
741,171,3,2973.5515,4,4,3,11,Loyal Customers
742,576,3,1477.7599999999998,2,4,2,8,Potential Loyalists
743,184,3,1444.2665,4,4,2,10,Loyal Customers
744,1087,1,667.54,2,2,1,5,At Risk
745,62,1,1432.75,5,2,2,9,Loyal Customers
746,201,1,61.15,4,2,1,7,Potential Loyalists
747,286,2,3008.6265,3,3,3,9,Loyal Customers
748,1459,0,0.0,1,1,1,3,Lost Customers
749,58,3,2567.6335,6,4,3,13,Champions
750,389,2,2705.95,3,3,3,9,Loyal Customers
751,1459,0,0.0,1,1,1,3,Lost Customers
752,28,5,2757.7835,6,5,3,14,Champions
753,178,3,1425.7175,4,4,2,10,Loyal Customers
754,1459,0,0.0,1,1,1,3,Lost Customers
755,359,1,2392.7895,3,2,3,8,Potential Loyalists
756,18,3,3509.63,6,4,4,14,Champions
757,365,1,43.128,3,2,1,6,At Risk
758,479,1,1397.881,2,2,2,6,At Risk
759,1459,0,0.0,1,1,1,3,Lost Customers
760,90,5,8849.9805,5,5,5,15,Champions
761,146,6,7781.8305,4,5,5,14,Champions
762,110,6,6025.67,5,5,5,15,Champions
763,122,2,1582.3039999999999,5,3,2,10,Loyal Customers
764,300,4,3658.138,3,5,4,12,Champions
765,526,4,1315.05,2,5,2,9,Loyal Customers
766,1459,0,0.0,1,1,1,3,Lost Customers
767,5,3,3251.2335,6,4,4,14,Champions
768,317,3,2658.5325000000003,3,4,3,10,Loyal Customers
769,786,1,1713.6779999999999,2,2,2,6,At Risk
770,189,2,1062.92,4,3,1,8,Potential Loyalists
771,301,2,1563.5814999999998,3,3,2,8,Potential Loyalists
772,124,2,2923.1040000000003,5,3,3,11,Loyal Customers
773,297,5,5241.078,3,5,5,13,Champions
774,252,3,3275.8705,4,4,4,12,Champions
775,3,4,4050.726,6,5,4,15,Champions
776,135,1,887.08,5,2,1,8,Potential Loyalists
777,401,1,1678.68,3,2,2,7,Potential Loyalists
778,223,2,1415.1580000000001,4,3,2,9,Loyal Customers
779,4,2,3092.1385,6,3,3,12,Champions
780,1459,0,0.0,1,1,1,3,Lost Customers
781,24,1,972.6129999999999,6,2,1,9,Loyal Customers
782,456,1,1626.828,3,2,2,7,Potential Loyalists
783,114,4,4023.3644999999997,5,5,4,14,Champions
784,1459,0,0.0,1,1,1,3,Lost Customers
785,719,2,4558.2435000000005,2,3,5,10,Loyal Customers
786,123,3,3938.43,5,4,4,13,Champions
787,3,3,5328.433,6,4,5,15,Champions
788,68,3,3888.21,5,4,4,13,Champions
789,320,2,5544.53,3,3,5,11,Loyal Customers
790,160,4,4277.0425,4,5,4,13,Champions
791,571,1,2786.205,2,2,3,7,Potential Loyalists
792,342,3,1991.298,3,4,2,9,Loyal Customers
793,255,5,3936.1545,4,5,4,13,Champions
794,31,3,4017.2905,6,4,4,14,Champions
795,183,3,3442.4535,4,4,4,12,Champions
796,152,3,2674.078,4,4,3,11,Loyal Customers
797,50,5,3719.023,6,5,4,15,Champions
798,255,2,2365.768,4,3,3,10,Loyal Customers
799,384,2,893.8275,3,3,1,7,Potential Loyalists
800,161,2,3026.251,4,3,3,10,Loyal Customers
801,310,1,2112.1655,3,2,3,8,Potential Loyalists
802,93,2,659.5985,5,3,1,9,Loyal Customers
803,880,1,422.024,2,2,1,5,At Risk
804,986,1,211.242,2,2,1,5,At Risk
805,21,4,6114.31225,6,5,5,16,Champions
806,630,2,1979.9415,2,3,2,7,Potential Loyalists
807,107,3,6659.954,5,4,5,14,Champions
808,543,1,1029.46,2,2,1,5,At Risk
809,113,3,2572.972,5,4,3,12,Champions
810,62,4,2151.857,5,5,3,13,Champions
811,162,3,4211.845,4,4,4,12,Champions
812,603,2,4642.988,2,3,5,10,Loyal Customers
813,227,3,5002.414,4,4,5,13,Champions
814,267,1,445.65,4,2,1,7,Potential Loyalists
815,1459,0,0.0,1,1,1,3,Lost Customers
816,441,5,2558.656,3,5,3,11,Loyal Customers
817,27,7,3927.107,6,5,4,15,Champions
818,1459,0,0.0,1,1,1,3,Lost Customers
819,3,3,2578.6270000000004,6,4,3,13,Champions
820,153,3,6718.404500000001,4,4,5,13,Champions
821,44,3,4056.09,6,4,4,14,Champions
822,434,2,3105.688,3,3,3,9,Loyal Customers
823,247,1,218.79,4,2,1,7,Potential Loyalists
824,686,5,4291.111625,2,5,4,11,Loyal Customers
825,464,2,635.398,3,3,1,7,Potential Loyalists
826,599,2,4398.129,2,3,4,9,Loyal Customers
827,1459,0,0.0,1,1,1,3,Lost Customers
828,372,2,1092.41,3,3,1,7,Potential Loyalists
829,5,5,3295.83,6,5,4,15,Champions
830,8,4,3564.258,6,5,4,15,Champions
831,602,2,1169.025,2,3,2,7,Potential Loyalists
832,54,3,954.4269999999999,6,4,1,11,Loyal Customers
833,525,3,2532.941,2,4,3,9,Loyal Customers
834,341,2,2869.13,3,3,3,9,Loyal Customers
835,66,5,8400.991375,5,5,5,15,Champions
836,1459,0,0.0,1,1,1,3,Lost Customers
837,156,4,2845.5615,4,5,3,12,Champions
838,512,4,4680.7185,2,5,5,12,Champions
839,277,3,4032.6185,3,4,4,11,Loyal Customers
840,223,1,1477.682,4,2,2,8,Potential Loyalists
841,460,2,693.111,3,3,1,7,Potential Loyalists
842,224,1,2402.5,4,2,3,9,Loyal Customers
843,1459,0,0.0,1,1,1,3,Lost Customers
844,347,3,2631.88,3,4,3,10,Loyal Customers
845,356,3,4326.684,3,4,4,11,Loyal Customers
846,711,2,773.1395,2,3,1,6,At Risk
847,583,1,1864.4310000000003,2,2,2,6,At Risk
848,689,1,2038.674,2,2,2,6,At Risk
849,353,2,3219.24,3,3,4,10,Loyal Customers
850,1459,0,0.0,1,1,1,3,Lost Customers
851,116,2,804.467,5,3,1,9,Loyal Customers
852,151,6,2893.57,4,5,3,12,Champions
853,476,2,5053.165,2,3,5,10,Loyal Customers
854,619,2,821.95,2,3,1,6,At Risk
855,297,4,6404.4175,3,5,5,13,Champions
856,654,3,6604.2595,2,4,5,11,Loyal Customers
857,980,1,1813.9555,2,2,2,6,At Risk
858,301,3,579.656,3,4,1,8,Potential Loyalists
859,745,2,2216.623,2,3,3,8,Potential Loyalists
860,284,2,3552.424,3,3,4,10,Loyal Customers
861,16,4,5702.913500000001,6,5,5,16,Champions
862,207,5,4790.268,4,5,5,14,Champions
863,571,3,1561.6985,2,4,2,8,Potential Loyalists
864,103,3,3364.2165,5,4,4,13,Champions
865,108,2,1492.6499999999999,5,3,2,10,Loyal Customers
866,503,3,3341.195,2,4,4,10,Loyal Customers
867,771,1,580.091,2,2,1,5,At Risk
868,254,4,5115.811,4,5,5,14,Champions
869,89,4,4071.1725000000006,5,5,4,14,Champions
870,159,2,1505.786,4,3,2,9,Loyal Customers
871,628,2,2038.879,2,3,2,7,Potential Loyalists
872,310,4,5731.3205,3,5,5,13,Champions
873,441,3,2138.412,3,4,3,10,Loyal Customers
874,175,2,2414.714,4,3,3,10,Loyal Customers
875,1071,1,1513.2900000000002,2,2,2,6,At Risk
876,107,2,2265.31125,5,3,3,11,Loyal Customers
877,252,2,2287.562,4,3,3,10,Loyal Customers
878,429,2,1439.7714999999998,3,3,2,8,Potential Loyalists
879,1459,0,0.0,1,1,1,3,Lost Customers
880,164,5,4259.839,4,5,4,13,Champions
881,273,4,2353.491,3,5,3,11,Loyal Customers
882,67,4,4017.7735000000002,5,5,4,14,Champions
883,100,5,5635.0155,5,5,5,15,Champions
884,62,1,548.49,5,2,1,8,Potential Loyalists
885,406,3,9610.051,3,4,5,12,Champions
886,632,1,10.242,2,2,1,5,At Risk
887,945,2,1488.237,2,3,2,7,Potential Loyalists
888,1,4,4269.385499999999,6,5,4,15,Champions
889,9,6,4547.718,6,5,5,16,Champions
890,118,5,7138.625,5,5,5,15,Champions
891,716,3,4184.7035,2,4,4,10,Loyal Customers
892,207,3,1360.26,4,4,2,10,Loyal Customers
893,1459,0,0.0,1,1,1,3,Lost Customers
894,382,1,754.14,3,2,1,6,At Risk
895,111,3,2698.7895,5,4,3,12,Champions
896,8,1,1957.9159999999997,6,2,2,10,Loyal Customers
897,201,6,8387.686,4,5,5,14,Champions
898,159,10,10415.439999999999,4,5,5,14,Champions
899,110,3,3177.6684999999998,5,4,4,13,Champions
900,86,1,1190.444,5,2,2,9,Loyal Customers
901,470,2,1995.024,2,3,2,7,Potential Loyalists
902,479,1,970.97,2,2,1,5,At Risk
903,129,3,-19.272999999999982,5,4,1,10,Loyal Customers
904,521,3,2964.347,2,4,3,9,Loyal Customers
905,687,1,1218.33,2,2,2,6,At Risk
906,172,5,4310.0178750000005,4,5,4,13,Champions
907,169,3,1150.7115,4,4,1,9,Loyal Customers
908,641,3,4703.4685,2,4,5,11,Loyal Customers
909,14,2,2660.3199999999997,6,3,3,12,Champions
910,520,1,842.51,2,2,1,5,At Risk
911,1459,0,0.0,1,1,1,3,Lost Customers
912,50,4,4806.9775,6,5,5,16,Champions
913,95,4,4082.2355,5,5,4,14,Champions
914,255,1,1037.413,4,2,1,7,Potential Loyalists
915,156,6,6082.0005,4,5,5,14,Champions
916,63,6,7046.74875,5,5,5,15,Champions
917,500,3,3684.5375,2,4,4,10,Loyal Customers
918,437,3,4962.088,3,4,5,12,Champions
919,237,5,3321.5565,4,5,4,13,Champions
920,31,3,5510.366,6,4,5,15,Champions
921,16,8,6806.5315,6,5,5,16,Champions
922,263,3,2923.5209999999997,4,4,3,11,Loyal Customers
923,138,2,3418.035,5,3,4,12,Champions
924,647,1,692.2205,2,2,1,5,At Risk
925,40,3,3200.4390000000003,6,4,4,14,Champions
926,289,1,-667.8875,3,2,1,6,At Risk
927,707,1,417.1545,2,2,1,5,At Risk
928,82,1,39.56,5,2,1,8,Potential Loyalists
929,357,2,648.675,3,3,1,7,Potential Loyalists
930,301,4,7060.53,3,5,5,13,Champions
931,158,2,2412.2304999999997,4,3,3,10,Loyal Customers
932,45,2,2390.014,6,3,3,12,Champions
933,188,4,6496.287,4,5,5,14,Champions
934,376,3,1302.767,3,4,2,9,Loyal Customers
935,296,2,2030.9025,3,3,2,8,Potential Loyalists
936,34,2,526.292,6,3,1,10,Loyal Customers
937,216,3,2927.07,4,4,3,11,Loyal Customers
938,115,4,5940.283,5,5,5,15,Champions
939,1459,0,0.0,1,1,1,3,Lost Customers
940,1459,0,0.0,1,1,1,3,Lost Customers
941,101,3,1545.522,5,4,2,11,Loyal Customers
942,855,1,-550.0,2,2,1,5,At Risk
943,158,6,7328.818,4,5,5,14,Champions
944,144,1,467.51,4,2,1,7,Potential Loyalists
945,81,3,5272.474,5,4,5,14,Champions
946,510,4,2564.4855000000002,2,5,3,10,Loyal Customers
947,934,1,268.3385,2,2,1,5,At Risk
948,234,1,2908.099,4,2,3,9,Loyal Customers
949,72,4,5931.821,5,5,5,15,Champions
950,229,3,1814.1205000000002,4,4,2,10,Loyal Customers
951,470,1,1084.25,2,2,1,5,At Risk
952,308,6,7202.4075,3,5,5,13,Champions
953,118,5,7546.4225,5,5,5,15,Champions
954,1459,0,0.0,1,1,1,3,Lost Customers
955,332,2,3520.8105,3,3,4,10,Loyal Customers
956,97,4,8829.7705,5,5,5,15,Champions
957,1,3,3923.5660000000003,6,4,4,14,Champions
958,129,2,1475.86,5,3,2,10,Loyal Customers
959,164,4,4519.387,4,5,4,13,Champions
960,451,4,7326.207,3,5,5,13,Champions
961,56,2,732.511,6,3,1,10,Loyal Customers
962,149,1,620.483,4,2,1,7,Potential Loyalists
963,19,3,3358.72,6,4,4,14,Champions
964,207,3,4554.344,4,4,5,13,Champions
965,425,3,1927.4245,3,4,2,9,Loyal Customers
966,295,2,268.004,3,3,1,7,Potential Loyalists
967,354,2,1303.5665000000001,3,3,2,8,Potential Loyalists
968,946,2,1664.6399999999999,2,3,2,7,Potential Loyalists
969,417,4,4242.988,3,5,4,12,Champions
970,18,2,2252.197,6,3,3,12,Champions
971,89,8,11648.02475,5,5,5,15,Champions
972,84,3,3680.682,5,4,4,13,Champions
973,261,2,1578.264,4,3,2,9,Loyal Customers
974,799,5,6541.066,2,5,5,12,Champions
975,212,2,2604.119,4,3,3,10,Loyal Customers
976,503,2,1518.843875,2,3,2,7,Potential Loyalists
977,80,5,5946.5935,5,5,5,15,Champions
978,330,3,3590.952,3,4,4,11,Loyal Customers
979,83,2,1750.3205,5,3,2,10,Loyal Customers
980,141,2,1617.393,4,3,2,9,Loyal Customers
981,137,4,6683.791,5,5,5,15,Champions
982,342,3,3606.567,3,4,4,11,Loyal Customers
983,324,2,841.0224999999999,3,3,1,7,Potential Loyalists
984,941,1,1540.2385,2,2,2,6,At Risk
985,10,3,3395.73,6,4,4,14,Champions
986,80,3,4469.348,5,4,4,13,Champions
987,26,2,2094.748,6,3,3,12,Champions
988,197,4,3669.04,4,5,4,13,Champions
989,46,1,3047.4895,6,2,3,11,Loyal Customers
990,785,1,993.161,2,2,1,5,At Risk
991,128,2,3360.9895,5,3,4,12,Champions
992,165,5,3773.557,4,5,4,13,Champions
993,542,2,634.29,2,3,1,6,At Risk
994,139,3,3986.891,5,4,4,13,Champions
995,439,4,4387.098,3,5,4,12,Champions
996,103,2,2660.007,5,3,3,11,Loyal Customers
997,90,4,4277.848,5,5,4,14,Champions
998,15,5,4087.8970000000004,6,5,4,15,Champions
999,141,2,5062.371,4,3,5,12,Champions
1000,85,3,2017.1165,5,4,2,11,Loyal Customers
1001,276,4,5677.9935000000005,3,5,5,13,Champions
1002,147,6,8038.647500000001,4,5,5,14,Champions
1003,246,3,317.47400000000005,4,4,1,9,Loyal Customers
1004,250,3,4242.6095,4,4,4,12,Champions
1005,13,1,1502.7060000000001,6,2,2,10,Loyal Customers
1006,367,3,4162.975,3,4,4,11,Loyal Customers
1007,114,4,5220.65625,5,5,5,15,Champions
1008,276,4,2001.3759999999997,3,5,2,10,Loyal Customers
1009,63,4,4587.9265000000005,5,5,5,15,Champions
1010,1459,0,0.0,1,1,1,3,Lost Customers
1011,231,1,2840.5879999999997,4,2,3,9,Loyal Customers
1012,389,3,8314.710000000001,3,4,5,12,Champions
1013,16,1,512.6600000000001,6,2,1,9,Loyal Customers
1014,120,2,5388.291499999999,5,3,5,13,Champions
1015,207,4,8739.196,4,5,5,14,Champions
1016,178,2,1862.688,4,3,2,9,Loyal Customers
1017,1459,0,0.0,1,1,1,3,Lost Customers
1018,1459,0,0.0,1,1,1,3,Lost Customers
1019,692,1,1062.1505,2,2,1,5,At Risk
1020,363,3,3040.627,3,4,3,10,Loyal Customers
1021,304,1,1415.3224999999998,3,2,2,7,Potential Loyalists
1022,52,3,3258.978,6,4,4,14,Champions
1023,300,4,2755.7554999999998,3,5,3,11,Loyal Customers
1024,449,1,-588.6769999999999,3,2,1,6,At Risk
1025,153,2,2918.1165,4,3,3,10,Loyal Customers
1026,164,3,733.743,4,4,1,9,Loyal Customers
1027,76,1,456.96,5,2,1,8,Potential Loyalists
1028,1008,1,261.44949999999994,2,2,1,5,At Risk
1029,1459,0,0.0,1,1,1,3,Lost Customers
1030,1,7,5264.377,6,5,5,16,Champions
1031,5,5,2448.8655,6,5,3,14,Champions
1032,885,2,1537.8315,2,3,2,7,Potential Loyalists
1033,250,3,274.301,4,4,1,9,Loyal Customers
1034,560,1,2916.6800000000003,2,2,3,7,Potential Loyalists
1035,131,4,2342.5860000000002,5,5,3,13,Champions
1036,91,3,2410.408,5,4,3,12,Champions
1037,43,2,2512.5254999999997,6,3,3,12,Champions
1038,181,3,2124.214,4,4,3,11,Loyal Customers
1039,57,4,5390.072,6,5,5,16,Champions
1040,25,3,3509.5215,6,4,4,14,Champions
1041,94,2,3068.0449999999996,5,3,3,11,Loyal Customers
1042,33,1,1174.56,6,2,2,10,Loyal Customers
1043,134,4,2739.252,5,5,3,13,Champions
1044,85,6,4835.751,5,5,5,15,Champions
1045,343,1,1328.46,3,2,2,7,Potential Loyalists
1046,450,1,274.11,3,2,1,6,At Risk
1047,1459,0,0.0,1,1,1,3,Lost Customers
1048,82,3,3217.5969999999998,5,4,4,13,Champions
1049,764,3,3080.129,2,4,3,9,Loyal Customers
1050,355,3,2712.34,3,4,3,10,Loyal Customers
1051,1053,1,1313.806,2,2,2,6,At Risk
1052,355,5,5589.7875,3,5,5,13,Champions
1053,556,1,43.35,2,2,1,5,At Risk
1054,675,1,103.53,2,2,1,5,At Risk
1055,637,2,2855.82,2,3,3,8,Potential Loyalists
1056,81,2,4931.07,5,3,5,13,Champions
1057,120,3,2475.1905,5,4,3,12,Champions
1058,478,4,5774.74,2,5,5,12,Champions
1059,367,1,590.8525,3,2,1,6,At Risk
1060,524,2,1370.5115,2,3,2,7,Potential Loyalists
1061,1459,0,0.0,1,1,1,3,Lost Customers
1062,90,2,1498.7669999999998,5,3,2,10,Loyal Customers
1063,42,1,1556.8694999999998,6,2,2,10,Loyal Customers
1064,136,5,5851.1505,5,5,5,15,Champions
1065,1459,0,0.0,1,1,1,3,Lost Customers
1066,78,4,6429.68,5,5,5,15,Champions
